
rmaj = 5
           2   (1.35736157629340968E-002,1.11971602562137632E-002)
           3 (-8.64980182424303912E-002,-9.12119612584172818E-002)
           4   (2.19474318448456482E-002,8.68598167168242556E-003)
           5 (-6.75703444506429024E-002,-5.71089232576865100E-002)
           6 (-3.36741231904249122E-002,-1.13766195755598716E-002)
           7   (9.46610972770708103E-002,3.82351501276312691E-002)
           8  (-4.63246083160603200E-003,2.26443085562867094E-004)
           9   (1.11878447395349977E-003,8.71736511846964851E-002)
          10   (3.43485412327070461E-003,9.13066211687250592E-003)
          11               (12.016214648038339,12.669817734727395)
          12               (0.0000000000000000,0.0000000000000000)
          13               (0.0000000000000000,0.0000000000000000)
          14               (0.0000000000000000,0.0000000000000000)
