   9.9902281084343209E-002   5.5986855236068722E-002
  -1.9737511982930284E-003   2.6479668592241847E-002
   4.7742831371548351E-008   1.6660264219088970E-007
  -2.8968188117908408E-002 -0.16242627728092723     
  -3.5301995254850643E-002   8.5222848166828201E-003
  -1.3611306692158221E-002  -1.4228797411522493E-002
   4.9791707768469917E-002   1.1156328434388419E-002
  -5.6457207725309669E-002 -0.11216149901625473     
   9.1223566854614913E-003  -2.5526049223405715E-003
   7.1803695601368274E-003   1.6024362427005431E-002
   1.9259663562034322        6.7469868215137581     
